"Id","Age","Job","Marital","Education","Default","Balance","HHInsurance","CarLoan","Communication","LastContactDay","LastContactMonth","NoOfContacts","DaysPassed","PrevAttempts","Outcome","CallStart","CallEnd","CarInsurance"
237,58,"admin.","married","secondary",0,3735,0,0,"cellular",17,"nov",2,-1,0,NA,"15:30:33","15:32:04",0
238,41,"management","married","tertiary",0,8553,1,0,"cellular",12,"aug",12,-1,0,NA,"15:16:39","15:21:43",0
239,40,"technician","married","secondary",0,84,1,0,"cellular",8,"aug",3,-1,0,NA,"17:26:28","17:28:27",0
240,41,NA,"single",NA,0,942,0,0,"cellular",27,"oct",1,188,1,"success","16:39:43","16:42:06",1
241,49,"management","married","tertiary",0,68,1,1,NA,19,"may",3,-1,0,NA,"09:18:22","09:21:05",0
242,41,"technician","married","secondary",0,459,1,0,NA,19,"may",1,-1,0,NA,"10:55:29","10:57:11",0
243,57,"technician","married","secondary",0,1070,0,0,NA,19,"jun",1,-1,0,NA,"17:18:00","17:19:13",0
244,59,"retired","married","primary",0,3400,1,0,"cellular",5,"aug",3,-1,0,NA,"15:07:17","15:15:52",1
245,48,"blue-collar","married","secondary",0,1730,1,0,"cellular",4,"feb",1,178,2,"failure","15:53:25","16:01:34",1
246,46,"technician","married","secondary",0,6993,1,0,"cellular",17,"apr",3,148,1,"success","09:30:56","09:36:22",0
247,44,"blue-collar","married",NA,0,1529,1,0,"cellular",30,"apr",1,-1,0,NA,"17:15:15","17:21:02",1
248,48,"management","divorced","tertiary",0,-547,0,0,"cellular",21,"nov",2,-1,0,NA,"11:33:59","11:38:34",0
249,33,"technician","married","secondary",0,168,1,0,NA,26,"may",2,-1,0,NA,"15:44:42","15:48:40",0
250,33,"admin.","divorced","tertiary",0,891,0,0,"cellular",8,"may",2,-1,0,NA,"14:35:50","14:42:28",1
251,37,"management","single","tertiary",0,-119,1,0,NA,11,"jun",11,-1,0,NA,"13:49:39","13:55:54",0
252,39,"blue-collar","married",NA,0,1181,1,0,"cellular",30,"jul",2,-1,0,NA,"09:12:00","09:22:50",1
253,39,"self-employed","married","tertiary",0,2630,0,0,NA,12,"jun",5,-1,0,NA,"17:44:36","17:55:27",1
254,24,"unemployed","single","secondary",0,2696,0,0,"cellular",7,"sep",2,-1,0,NA,"14:24:25","14:26:12",0
255,58,"blue-collar","married","primary",0,0,1,0,"cellular",31,"jul",25,-1,0,NA,"12:45:22","12:45:27",0
256,46,"management","divorced","tertiary",0,-130,1,0,"cellular",24,"mar",2,-1,0,NA,"12:12:06","12:14:30",1
257,39,"services","single","secondary",0,-244,1,0,NA,8,"may",2,-1,0,NA,"09:12:25","09:14:57",0
258,36,"blue-collar","married","primary",0,711,1,0,NA,23,"may",2,-1,0,NA,"09:15:22","09:17:56",0
259,43,"blue-collar","married","secondary",0,184,0,1,"cellular",16,"jul",11,-1,0,NA,"13:41:08","13:58:07",1
260,35,"blue-collar","single","tertiary",0,1830,0,0,"cellular",14,"oct",2,-1,0,NA,"14:30:58","14:33:44",0
261,48,"blue-collar","married","primary",0,649,0,0,NA,19,"jun",2,-1,0,NA,"09:14:08","09:16:24",0
262,48,"technician","married","secondary",0,480,0,1,"cellular",23,"jul",1,-1,0,NA,"09:50:56","09:57:07",0
263,41,"blue-collar","married","secondary",1,720,0,1,"cellular",24,"jul",1,-1,0,NA,"17:16:09","17:27:00",1
264,34,"admin.","married","secondary",0,-33,1,1,"cellular",10,"jul",1,-1,0,NA,"15:44:43","16:00:44",1
265,32,"entrepreneur","married","tertiary",0,762,0,0,"cellular",19,"jul",11,-1,0,NA,"09:40:42","09:43:49",1
266,51,"admin.","married","secondary",0,1415,1,0,NA,2,"jun",3,-1,0,NA,"11:49:39","11:52:10",0
267,47,"self-employed","married",NA,0,14,1,0,"cellular",15,"may",1,-1,0,NA,"16:57:49","17:00:11",0
268,44,"services","married","secondary",0,742,0,0,"telephone",30,"jul",5,-1,0,NA,"10:10:18","10:11:35",0
269,66,"technician","married","secondary",0,0,0,0,"cellular",6,"feb",1,-1,0,NA,"11:06:59","11:19:30",1
270,61,"blue-collar","married","primary",0,5,0,0,"cellular",6,"aug",2,94,3,"success","13:54:28","14:03:50",1
271,41,"blue-collar","married","secondary",0,114,1,0,NA,2,"jun",3,-1,0,NA,"12:14:56","12:16:18",0
272,38,"entrepreneur","married","secondary",0,3249,1,0,NA,2,"jun",1,-1,0,NA,"15:25:20","15:31:44",0
273,54,"housemaid","married","tertiary",0,440,0,0,"cellular",19,"nov",1,-1,0,NA,"17:23:00","17:24:29",0
274,48,"unemployed","divorced","secondary",0,201,0,0,"cellular",10,"feb",2,92,2,"success","16:59:44","17:06:30",1
275,44,"management","single","tertiary",0,1090,0,0,"cellular",19,"jul",4,532,2,"other","15:09:06","15:12:30",1
276,50,"technician","married","secondary",0,-584,0,0,"cellular",20,"aug",2,-1,0,NA,"14:14:52","14:16:07",0
277,55,"technician","married","secondary",0,2055,1,0,NA,16,"may",4,-1,0,NA,"09:46:04","10:03:07",0
278,34,"management","married","tertiary",0,697,0,0,"cellular",5,"aug",1,-1,0,NA,"11:02:47","11:05:33",0
279,50,"housemaid","divorced","primary",0,120,1,0,"cellular",21,"jul",1,-1,0,NA,"12:52:02","12:53:41",0
280,34,"blue-collar","married","secondary",1,1,1,0,"cellular",9,"jul",1,-1,0,NA,"09:50:00","09:56:34",0
281,29,"blue-collar","married","secondary",0,76,1,0,"cellular",6,"feb",3,-1,0,NA,"12:19:39","12:22:57",0
282,46,"management","married","secondary",1,-333,0,1,"cellular",30,"jul",2,-1,0,NA,"17:58:16","18:08:13",0
283,58,"self-employed","divorced","tertiary",0,1382,0,0,NA,9,"jun",1,-1,0,NA,"10:40:48","10:52:28",1
284,33,"services","married","secondary",0,804,1,1,NA,8,"may",1,-1,0,NA,"13:00:52","13:05:18",0
285,33,"management","single","tertiary",0,87,0,0,"cellular",12,"aug",1,-1,0,NA,"15:39:09","15:55:27",1
286,60,"retired","divorced","secondary",0,514,0,0,"cellular",15,"oct",2,213,10,"success","10:10:01","10:13:08",1
287,45,"blue-collar","married","secondary",0,0,0,0,"cellular",14,"aug",2,-1,0,NA,"17:57:45","18:01:20",0
288,31,"student","single","tertiary",0,4951,0,0,"cellular",17,"sep",3,81,3,"failure","16:11:40","16:16:25",1
289,47,"services","married","secondary",0,1160,1,0,"cellular",3,"feb",2,221,4,"failure","10:13:10","10:15:07",0
290,39,"entrepreneur","married","tertiary",0,0,0,0,"cellular",31,"jul",3,-1,0,NA,"15:25:23","15:26:33",0
291,32,"blue-collar","single","secondary",0,799,0,1,"cellular",23,"jul",6,-1,0,NA,"12:45:30","13:20:08",1
292,52,"unemployed","married","secondary",0,105,0,0,"cellular",20,"nov",1,-1,0,NA,"11:53:55","11:55:31",0
293,30,"admin.","married","secondary",0,166,0,0,NA,14,"jun",1,-1,0,NA,"17:58:00","17:58:30",0
294,37,"blue-collar","married","secondary",0,903,1,0,"cellular",20,"apr",1,-1,0,NA,"15:41:00","15:43:04",0
295,47,"services","married","secondary",0,0,0,1,NA,20,"jun",2,-1,0,NA,"14:14:47","14:15:38",0
296,34,"admin.","single","tertiary",0,64,1,0,"cellular",28,"jul",2,-1,0,NA,"10:02:04","10:03:20",0
297,20,"student","single",NA,0,457,0,0,"cellular",16,"jun",1,-1,0,NA,"12:17:11","12:20:45",0
298,25,"self-employed","single","tertiary",0,42,1,0,"cellular",5,"jun",1,94,1,"success","14:50:37","14:53:06",1
299,25,"admin.","single","tertiary",0,220,0,0,"cellular",26,"may",1,-1,0,NA,"13:29:01","13:30:09",0
300,23,"services","single","secondary",0,279,1,0,"cellular",18,"may",1,370,1,"failure","12:04:51","12:18:54",1
301,48,"entrepreneur","divorced","tertiary",0,275,0,1,NA,5,"jun",1,-1,0,NA,"09:25:42","09:26:16",0
302,35,"management","married","tertiary",0,0,0,0,"cellular",26,"aug",2,-1,0,NA,"15:56:11","16:03:27",0
303,30,"management","single","tertiary",0,2344,1,0,"cellular",20,"oct",2,92,3,"failure","12:58:57","13:04:13",0
304,35,"management","married","tertiary",0,8,0,0,"cellular",23,"apr",3,-1,0,NA,"14:02:03","14:03:36",1
305,37,"management","married","tertiary",0,3737,0,0,"cellular",7,"jul",1,-1,0,NA,"10:15:03","10:18:47",1
306,35,"technician","single","tertiary",0,147,0,0,"cellular",21,"aug",2,-1,0,NA,"15:04:04","15:06:18",0
307,44,"entrepreneur","married","tertiary",0,1631,1,0,NA,6,"may",2,-1,0,NA,"09:57:25","10:03:11",0
308,30,"student","single","secondary",0,1779,0,0,"cellular",11,"aug",1,433,1,"success","13:26:57","13:30:50",1
309,32,"management","single","tertiary",0,933,1,0,"cellular",12,"may",4,307,1,"failure","14:17:15","14:19:42",0
310,19,"student","single","secondary",0,394,0,0,"cellular",5,"apr",3,-1,0,NA,"12:44:12","12:49:39",1
311,58,"retired","married","secondary",0,1227,0,0,"cellular",2,"feb",1,-1,0,NA,"11:03:29","11:08:06",0
312,29,"management","married","tertiary",0,805,0,0,"cellular",28,"jan",1,-1,0,NA,"09:34:55","09:36:05",0
313,25,"student","single",NA,0,722,0,0,"telephone",21,"apr",2,-1,0,NA,"15:14:38","15:25:01",1
314,40,"management","married","tertiary",0,0,1,0,"cellular",2,"feb",1,-1,0,NA,"15:39:54","15:44:33",0
315,31,"technician","single","secondary",0,46,0,0,"cellular",27,"aug",6,-1,0,NA,"15:03:08","15:08:21",0
316,47,"admin.","divorced","secondary",0,555,1,1,"telephone",17,"oct",1,-1,0,NA,"17:08:36","17:16:34",1
317,59,"services","divorced","secondary",0,1,1,0,"cellular",28,"jan",1,253,5,"other","14:48:06","14:58:08",1
318,42,"blue-collar","married","secondary",0,3,1,0,"telephone",20,"nov",1,190,1,"failure","17:46:43","17:47:30",0
319,59,"management","divorced","tertiary",0,17056,1,0,"cellular",20,"nov",2,-1,0,NA,"13:58:19","14:06:09",0
320,38,"technician","single","secondary",0,1255,1,0,"cellular",6,"may",1,170,4,"failure","17:04:45","17:06:45",0
321,33,"services","married","secondary",0,386,0,0,"cellular",12,"nov",1,92,4,"failure","15:17:15","15:21:28",1
322,30,"blue-collar","single","secondary",0,0,1,0,NA,5,"may",2,-1,0,NA,"17:54:15","17:54:20",0
323,31,"self-employed","married","tertiary",0,94,0,0,"cellular",22,"aug",2,-1,0,NA,"10:11:55","10:21:34",1
324,52,"admin.","divorced","secondary",0,725,1,0,"cellular",20,"apr",3,325,1,"other","17:55:50","17:56:47",0
325,47,"blue-collar","married","secondary",0,1568,1,0,"cellular",19,"feb",1,262,7,"success","09:54:03","10:00:31",1
326,27,"self-employed","single","secondary",0,152,0,0,"cellular",30,"jul",3,-1,0,NA,"13:56:47","13:58:07",0
327,56,"technician","married","secondary",0,28,1,0,NA,15,"may",1,-1,0,NA,"10:56:02","10:59:58",0
328,31,"technician","single","tertiary",0,438,1,0,"cellular",20,"nov",1,100,2,"failure","15:06:18","15:09:03",0
329,77,"retired","married","primary",0,29340,0,0,"cellular",15,"mar",1,91,2,"other","16:50:53","16:55:10",1
330,29,"management","single","secondary",0,-105,1,0,NA,27,"may",3,-1,0,NA,"17:46:18","17:46:23",0
331,27,"blue-collar","single","secondary",0,535,0,0,"cellular",16,"aug",3,95,4,"success","13:21:10","13:25:35",1
332,44,"blue-collar","married","secondary",0,797,1,0,"cellular",17,"apr",2,-1,0,NA,"14:17:03","14:21:09",0
333,61,"management","married","secondary",0,985,0,0,"cellular",18,"aug",6,-1,0,NA,"12:54:59","13:11:37",1
334,46,"management","divorced","tertiary",0,1297,0,0,"cellular",11,"aug",3,-1,0,NA,"09:34:05","09:46:01",1
335,26,"blue-collar","single","secondary",0,-46,1,0,NA,20,"jun",7,-1,0,NA,"12:42:28","12:48:50",1
336,53,"management","married",NA,0,2240,1,0,"cellular",2,"jun",2,385,1,"success","14:05:55","14:10:37",1
337,20,"student","single",NA,0,829,0,0,"cellular",9,"jul",2,-1,0,NA,"13:52:09","13:56:22",1
338,29,"technician","single","secondary",0,110,1,0,"cellular",13,"apr",1,-1,0,NA,"12:24:58","12:42:14",1
339,38,"admin.","married","secondary",0,47,1,0,"cellular",4,"may",5,-1,0,NA,"15:17:54","15:22:42",1
340,35,"blue-collar","single","secondary",0,885,1,0,"cellular",15,"jul",6,-1,0,NA,"12:40:47","12:51:19",1
341,46,"services","divorced","secondary",0,0,0,0,NA,20,"jun",3,-1,0,NA,"13:36:57","13:54:00",1
342,32,"blue-collar","married","secondary",0,536,1,0,NA,9,"may",2,-1,0,NA,"16:26:43","16:30:11",0
343,52,"technician","married","secondary",0,137,0,0,"cellular",6,"jul",2,-1,0,NA,"16:31:45","16:35:32",1
344,26,"technician","single","tertiary",0,170,1,0,"cellular",10,"jul",1,-1,0,NA,"12:02:15","12:10:21",0
345,33,"services","divorced","secondary",0,-297,1,0,NA,26,"may",2,-1,0,NA,"17:03:53","17:06:35",0
346,30,"technician","single","secondary",0,53,1,0,"cellular",18,"jul",5,-1,0,NA,"15:31:18","15:37:10",0
347,48,"technician","single","secondary",0,1245,0,0,"cellular",13,"oct",1,134,1,"other","16:43:48","16:46:37",0
348,36,"technician","married","secondary",0,480,0,0,"cellular",20,"oct",1,-1,0,NA,"16:37:45","16:41:18",1
349,35,"management","single","tertiary",0,1750,1,0,"cellular",21,"apr",3,-1,0,NA,"14:07:49","14:13:22",1
350,35,"services","married","secondary",0,5,0,0,"cellular",30,"jul",2,-1,0,NA,"15:23:16","15:25:49",0
351,31,"technician","married","secondary",0,4182,1,0,"cellular",4,"may",2,-1,0,NA,"17:17:31","17:23:18",1
352,39,"blue-collar","divorced","secondary",0,241,1,0,"cellular",18,"jul",2,-1,0,NA,"11:16:49","11:18:46",0
353,33,"self-employed","married","secondary",0,49,1,0,"cellular",14,"may",7,-1,0,NA,"14:04:32","14:07:22",0
354,57,"retired","married","tertiary",0,0,0,0,"cellular",12,"aug",4,-1,0,NA,"15:26:29","15:28:25",0
355,30,"technician","single","secondary",0,458,0,0,"cellular",20,"nov",7,-1,0,NA,"14:16:30","14:17:21",0
356,40,"blue-collar","single","secondary",0,1101,1,0,NA,16,"may",1,-1,0,NA,"16:35:53","16:39:27",0
357,36,"blue-collar","married","tertiary",0,9,1,0,NA,18,"jun",3,-1,0,NA,"13:56:55","13:58:47",0
358,36,"blue-collar","single","primary",0,49,1,0,NA,8,"may",1,-1,0,NA,"12:16:51","12:23:36",0
359,32,"management","married","secondary",0,625,1,0,"cellular",2,"jun",1,56,2,"failure","15:53:38","15:59:30",0
360,37,"admin.","married","secondary",0,1110,1,0,"telephone",22,"jul",11,-1,0,NA,"12:37:01","12:50:23",1
361,44,"blue-collar","married","secondary",0,138,1,0,NA,8,"may",3,-1,0,NA,"11:22:37","11:27:20",0
362,27,"student","single","secondary",0,3,0,0,"cellular",28,"jan",1,-1,0,NA,"14:15:28","14:17:39",0
363,50,"blue-collar","married","primary",0,180,1,0,"cellular",16,"apr",2,-1,0,NA,"10:54:28","10:56:13",0
364,34,"management","single","tertiary",0,5086,0,0,"cellular",25,"may",4,-1,0,NA,"13:24:47","13:28:20",1
365,57,"management","married","primary",0,1052,1,0,NA,13,"may",4,-1,0,NA,"17:32:21","17:36:08",0
366,40,"services","married",NA,0,0,0,0,"cellular",31,"jul",34,-1,0,NA,"09:59:46","10:00:52",0
367,32,"blue-collar","single","secondary",0,322,1,0,"cellular",13,"may",3,-1,0,NA,"09:47:12","09:51:05",0
368,33,"technician","single","secondary",0,647,1,1,"cellular",4,"feb",1,273,1,"other","14:17:39","14:19:43",0
369,49,"blue-collar","divorced","secondary",0,10613,0,1,"cellular",4,"feb",1,-1,0,NA,"17:06:40","17:27:06",1
370,54,"technician","divorced","secondary",0,136,0,1,"cellular",10,"jul",4,-1,0,NA,"12:23:12","12:25:43",0
371,34,"technician","single","tertiary",0,612,0,0,"cellular",25,"may",1,-1,0,NA,"09:28:46","09:30:17",0
372,28,"unemployed","single","secondary",0,434,1,0,"cellular",30,"apr",1,-1,0,NA,"14:57:00","15:01:17",0
373,32,"services","single","secondary",0,1168,1,0,"cellular",16,"nov",1,-1,0,NA,"17:41:04","17:47:55",1
374,41,"admin.","divorced","secondary",0,4,1,0,"cellular",5,"feb",1,211,1,"failure","11:41:49","11:45:41",0
375,23,"student","single","secondary",0,480,0,0,"cellular",9,"feb",2,182,1,"failure","13:17:36","13:29:58",1
376,64,"retired","married","secondary",0,4787,0,0,"cellular",28,"apr",1,182,1,"success","13:07:41","13:14:13",1
377,38,"blue-collar","married","secondary",0,2685,0,0,NA,20,"jun",12,-1,0,NA,"17:55:46","17:56:08",0
378,26,"admin.","single","secondary",0,187,0,0,"cellular",30,"jan",2,-1,0,NA,"14:12:55","14:16:41",0
379,38,"technician","married","tertiary",0,216,0,0,"cellular",19,"aug",4,-1,0,NA,"14:41:55","14:44:16",0
380,53,"services","married","secondary",0,-363,1,0,"cellular",7,"aug",2,-1,0,NA,"13:46:59","13:50:20",0
381,40,"technician","divorced","secondary",0,93,0,0,"cellular",2,"feb",2,-1,0,NA,"11:26:36","11:28:39",0
382,39,"services","married","secondary",0,3870,1,0,"cellular",20,"apr",1,-1,0,NA,"10:05:52","10:07:04",0
383,62,"retired","married","secondary",0,298,0,0,"cellular",17,"nov",2,-1,0,NA,"16:17:09","16:28:58",1
384,35,"technician","married","secondary",0,249,0,0,"cellular",21,"aug",8,-1,0,NA,"15:21:11","15:24:36",0
385,32,"technician","single","tertiary",0,0,1,1,"cellular",13,"may",2,-1,0,NA,"14:26:16","14:33:36",1
386,57,"admin.","married","secondary",0,1216,1,0,NA,8,"may",6,-1,0,NA,"12:29:36","12:33:51",0
387,35,"housemaid","married","tertiary",0,1265,1,0,"cellular",15,"may",5,179,4,"failure","15:50:35","15:56:01",1
388,45,"blue-collar","single","secondary",0,143,0,0,NA,5,"jun",1,-1,0,NA,"12:49:45","12:53:06",0
389,30,"services","single","primary",0,0,1,1,"cellular",19,"nov",1,-1,0,NA,"14:23:42","14:35:08",1
390,36,"services","married","secondary",0,4721,0,0,"cellular",9,"dec",3,-1,0,NA,"16:50:56","16:53:25",1
391,30,"blue-collar","single","secondary",0,5909,1,0,"cellular",18,"may",2,-1,0,NA,"17:15:16","17:22:16",1
392,33,"admin.","married","secondary",0,1737,0,0,"cellular",14,"aug",2,106,2,"failure","15:22:17","15:26:05",0
393,60,"blue-collar","married","primary",0,1262,1,1,NA,13,"may",1,-1,0,NA,"16:28:24","16:45:19",1
394,48,"unemployed","married","primary",0,1849,1,0,NA,2,"jun",3,-1,0,NA,"17:30:25","17:36:10",0
395,24,"management","married",NA,0,448,0,0,"cellular",14,"apr",1,-1,0,NA,"12:06:36","12:12:00",1
396,53,"unemployed","divorced","secondary",0,0,0,0,NA,20,"jun",2,-1,0,NA,"14:36:03","14:37:44",0
397,32,"technician","married","secondary",0,221,1,0,NA,23,"may",4,-1,0,NA,"14:20:39","14:24:23",0
398,26,"management","single","tertiary",0,157,1,0,"cellular",30,"jan",2,-1,0,NA,"16:24:05","16:25:23",0
399,34,"blue-collar","divorced","secondary",0,882,0,1,"telephone",20,"oct",1,-1,0,NA,"17:32:48","17:33:12",0
400,31,"admin.","single","secondary",0,3950,1,0,"cellular",21,"nov",1,-1,0,NA,"09:25:09","09:33:58",1
401,38,"blue-collar","married","secondary",0,814,1,0,"cellular",4,"feb",1,-1,0,NA,"14:11:47","14:16:53",0
402,51,"blue-collar","divorced","primary",0,-19,1,0,"cellular",13,"may",1,296,11,"failure","14:58:27","15:12:16",1
403,36,"management","married","tertiary",0,0,1,0,"cellular",8,"may",3,-1,0,NA,"17:02:27","17:07:35",1
404,24,"admin.","single","tertiary",0,674,1,0,"cellular",6,"jul",1,-1,0,NA,"11:47:51","11:52:18",1
405,27,"admin.","divorced","secondary",0,451,1,0,"cellular",16,"jul",1,-1,0,NA,"16:47:31","16:58:23",1
406,77,"retired","married",NA,0,992,0,0,"cellular",27,"apr",2,182,2,"failure","13:29:41","13:32:08",0
407,31,"management","single","tertiary",0,0,0,0,"cellular",21,"aug",2,-1,0,NA,"14:21:22","14:25:25",0
408,45,"services","divorced","secondary",0,608,1,1,"cellular",7,"may",3,323,30,"failure","12:15:33","12:34:28",1
409,33,"services","married","secondary",0,387,1,0,"cellular",7,"apr",2,138,2,"failure","16:09:55","16:15:22",0
410,40,"admin.","married","secondary",0,4775,0,0,"cellular",15,"sep",1,-1,0,NA,"17:12:02","17:15:37",1
411,35,"management","single","tertiary",0,62,1,0,"cellular",5,"may",4,15,3,"success","11:37:44","11:41:18",0
412,51,"management","married","tertiary",0,2704,1,0,"telephone",21,"jul",1,-1,0,NA,"09:39:42","09:47:05",0
413,41,"blue-collar","married","primary",0,-75,1,0,"cellular",18,"may",1,-1,0,NA,"13:19:32","13:21:27",0
414,35,"management","single","tertiary",0,-324,0,1,"cellular",21,"jul",11,-1,0,NA,"17:56:02","18:12:27",1
415,71,"retired","divorced","primary",0,1729,0,0,"cellular",17,"nov",2,-1,0,NA,"17:45:43","17:53:19",1
416,55,"unemployed","divorced","secondary",0,387,1,0,NA,6,"may",1,-1,0,NA,"10:29:23","10:44:41",1
417,42,"management","divorced","tertiary",0,9,1,0,"cellular",21,"jul",1,-1,0,NA,"14:24:03","14:32:32",0
418,29,"management","married","tertiary",0,0,1,0,"cellular",6,"may",2,-1,0,NA,"09:55:45","10:06:52",1
419,33,"blue-collar","single",NA,0,129,1,1,"cellular",30,"apr",1,161,1,"failure","17:03:14","17:11:16",1
420,32,"admin.","single","secondary",0,678,1,0,"cellular",4,"feb",1,246,4,"failure","13:02:51","13:29:10",1
421,51,"management","married","tertiary",0,19313,0,0,"telephone",21,"nov",1,-1,0,NA,"12:01:46","12:02:22",0
422,32,"management","single","tertiary",0,2551,1,0,"cellular",21,"jul",3,-1,0,NA,"15:16:01","15:26:39",1
423,64,"retired","married",NA,0,2923,0,0,"cellular",12,"mar",1,-1,0,NA,"09:04:42","09:06:42",0
424,32,"blue-collar","married","primary",0,0,1,0,"cellular",11,"may",3,-1,0,NA,"15:46:58","15:49:08",0
