gender,age,marital_status,highest_qualification,nationality,ethnicity,gross_income,region,smoke,amt_weekends,amt_weekdays,type
Female,55,Married,Higher/Sub Degree,English,White,"20,800 to 28,600",South East,No,NA,NA,
Male,59,Married,Degree,British,White,"Above 36,400",South East,No,NA,NA,
Female,33,Married,Degree,British,White,"20,800 to 28,600",South East,No,NA,NA,
Female,41,Married,GCSE/O Level,British,White,"5,200 to 10,400",South East,Yes,20,20,Packets
Female,46,Married,GCSE/CSE,British,White,"5,200 to 10,400",South East,Yes,20,20,Packets
Male,57,Married,Degree,British,White,"Above 36,400",South East,Yes,35,35,Packets
Male,40,Single,A Levels,English,White,"15,600 to 20,800",South East,No,NA,NA,
Male,57,Married,GCSE/O Level,English,White,"5,200 to 10,400",South East,No,NA,NA,
Female,39,Married,GCSE/O Level,British,White,"10,400 to 15,600",South East,Yes,10,7,Packets
Male,67,Married,Other/Sub Degree,British,White,"5,200 to 10,400",South East,Yes,5,5,Hand-Rolled
Female,46,Single,No Qualification,English,White,"2,600 to 5,200",South East,No,NA,NA,
Male,39,Married,Higher/Sub Degree,British,White,"28,600 to 36,400",South East,No,NA,NA,
Female,55,Married,GCSE/O Level,British,White,Refused,South East,No,NA,NA,
Male,50,Married,Other/Sub Degree,English,White,"15,600 to 20,800",South East,Yes,15,10,Hand-Rolled
Female,70,Widowed,ONC/BTEC,English,White,"5,200 to 10,400",South East,No,NA,NA,
Female,44,Married,Higher/Sub Degree,Other,White,"Under 2,600",South East,No,NA,NA,
Female,33,Married,ONC/BTEC,English,White,"Under 2,600",South East,No,NA,NA,
Male,69,Divorced,Other/Sub Degree,English,White,"5,200 to 10,400",South East,No,NA,NA,
Female,70,Married,No Qualification,English,White,"Under 2,600",South East,Yes,10,10,Packets
Female,62,Widowed,No Qualification,British,White,Refused,South East,No,NA,NA,
Female,31,Married,GCSE/O Level,British,White,"Under 2,600",South East,No,NA,NA,
Male,70,Married,Other/Sub Degree,English,White,"10,400 to 15,600",South East,No,NA,NA,
Male,32,Married,No Qualification,British,White,"28,600 to 36,400",South East,No,NA,NA,
Female,75,Divorced,A Levels,British,White,Refused,South East,No,NA,NA,
Male,47,Married,Higher/Sub Degree,British,White,"20,800 to 28,600",South East,No,NA,NA,
Male,57,Married,No Qualification,English,White,"20,800 to 28,600",South East,No,NA,NA,
Male,86,Widowed,No Qualification,English,White,"5,200 to 10,400",South East,No,NA,NA,
Female,32,Single,GCSE/O Level,English,White,"2,600 to 5,200",South East,No,NA,NA,
Male,46,Single,GCSE/O Level,British,White,"10,400 to 15,600",South East,Yes,15,15,Packets
Male,51,Single,No Qualification,English,White,"Under 2,600",South East,Yes,10,10,Packets
Female,69,Married,GCSE/O Level,English,White,"10,400 to 15,600",South East,No,NA,NA,
Female,73,Married,GCSE/O Level,British,White,"2,600 to 5,200",South East,No,NA,NA,
Female,32,Single,Higher/Sub Degree,English,White,"15,600 to 20,800",South East,Yes,20,20,Packets
Female,75,Married,GCSE/O Level,English,White,Unknown,South East,No,NA,NA,
Female,54,Widowed,GCSE/CSE,English,White,"20,800 to 28,600",South East,Yes,25,25,Packets
Female,51,Married,Higher/Sub Degree,English,White,"10,400 to 15,600",South East,No,NA,NA,
Female,35,Married,Degree,British,White,"10,400 to 15,600",South East,No,NA,NA,
Male,38,Married,Degree,English,White,"Above 36,400",South East,No,NA,NA,
Female,72,Married,GCSE/O Level,English,White,"5,200 to 10,400",South East,No,NA,NA,
Female,66,Married,A Levels,English,White,Refused,South East,No,NA,NA,
Female,59,Married,GCSE/CSE,English,White,"2,600 to 5,200",South East,No,NA,NA,
Male,70,Married,Degree,British,White,"20,800 to 28,600",South East,No,NA,NA,
Male,44,Single,GCSE/CSE,English,White,Refused,South East,No,NA,NA,
Female,67,Married,GCSE/CSE,English,White,"5,200 to 10,400",South East,No,NA,NA,
Male,35,Married,GCSE/O Level,English,White,"20,800 to 28,600",South East,No,NA,NA,
Female,33,Married,GCSE/O Level,English,White,"5,200 to 10,400",South East,No,NA,NA,
Male,17,Single,GCSE/CSE,English,White,"2,600 to 5,200",South East,No,NA,NA,
Female,45,Married,GCSE/O Level,British,White,"Under 2,600",South East,No,NA,NA,
Female,57,Married,GCSE/O Level,British,White,"5,200 to 10,400",South East,No,NA,NA,
Female,18,Single,A Levels,British,White,"Under 2,600",South East,No,NA,NA,
Male,68,Separated,A Levels,English,White,"15,600 to 20,800",South East,No,NA,NA,
Female,27,Single,Higher/Sub Degree,Other,White,"15,600 to 20,800",South East,Yes,12,15,Hand-Rolled
Female,40,Married,GCSE/CSE,British,White,"Under 2,600",South East,Yes,30,18,Packets
Male,77,Single,GCSE/CSE,English,White,"5,200 to 10,400",South East,No,NA,NA,
Female,77,Married,GCSE/O Level,British,White,"2,600 to 5,200",South East,No,NA,NA,
Male,75,Married,ONC/BTEC,English,White,"Above 36,400",South East,No,NA,NA,
Male,39,Married,ONC/BTEC,British,White,"15,600 to 20,800",South East,Yes,15,15,Packets
Female,21,Single,GCSE/O Level,British,White,"2,600 to 5,200",South East,No,NA,NA,
Female,59,Divorced,Degree,British,White,"5,200 to 10,400",South East,No,NA,NA,
Male,27,Single,GCSE/CSE,British,White,"20,800 to 28,600",South East,No,NA,NA,
Female,67,Married,No Qualification,English,White,"2,600 to 5,200",South East,No,NA,NA,
Female,50,Single,Higher/Sub Degree,English,White,"20,800 to 28,600",South East,No,NA,NA,
Female,64,Divorced,GCSE/O Level,English,White,"5,200 to 10,400",South East,No,NA,NA,
Female,79,Widowed,No Qualification,English,Chinese,"5,200 to 10,400",South East,No,NA,NA,
Male,31,Single,GCSE/O Level,English,White,"10,400 to 15,600",South East,Yes,10,20,Both/Mainly Packets
Female,19,Single,A Levels,British,Chinese,"10,400 to 15,600",South East,No,NA,NA,
Male,42,Married,Degree,British,White,"28,600 to 36,400",South East,No,NA,NA,
Male,36,Married,GCSE/CSE,English,White,"5,200 to 10,400",South East,No,NA,NA,
Male,36,Married,GCSE/CSE,English,White,"20,800 to 28,600",South East,No,NA,NA,
Female,64,Widowed,GCSE/O Level,British,White,"2,600 to 5,200",South East,No,NA,NA,
Female,53,Single,No Qualification,English,White,"5,200 to 10,400",South East,No,NA,NA,
Female,39,Married,GCSE/CSE,Irish,White,"15,600 to 20,800",South East,Yes,20,20,Packets
Female,39,Married,Degree,English,White,"28,600 to 36,400",South East,No,NA,NA,
Female,28,Married,Degree,British,White,"5,200 to 10,400",South East,Yes,7,7,Packets
Male,81,Married,No Qualification,English,White,"5,200 to 10,400",South East,No,NA,NA,
Female,79,Married,No Qualification,English,White,"Under 2,600",South East,No,NA,NA,
Female,72,Married,No Qualification,English,White,"5,200 to 10,400",South East,No,NA,NA,
Female,18,Single,GCSE/O Level,English,White,"2,600 to 5,200",South East,Yes,25,25,Both/Mainly Hand-Rolled
Female,76,Married,No Qualification,British,White,"2,600 to 5,200",South East,No,NA,NA,
Female,68,Widowed,No Qualification,British,White,"5,200 to 10,400",South East,Yes,8,8,Packets
Female,28,Single,GCSE/CSE,English,White,"10,400 to 15,600",South East,Yes,20,15,Packets
Female,42,Divorced,GCSE/O Level,English,White,"2,600 to 5,200",South East,No,NA,NA,
Female,26,Single,GCSE/O Level,British,White,"5,200 to 10,400",South East,Yes,15,15,Both/Mainly Packets
Female,19,Single,No Qualification,Welsh,White,"2,600 to 5,200",South East,Yes,5,5,Packets
Female,41,Divorced,Other/Sub Degree,Welsh,White,"5,200 to 10,400",South East,Yes,30,30,Packets
Female,82,Widowed,No Qualification,English,White,"5,200 to 10,400",South East,No,NA,NA,
Male,36,Married,Degree,British,Asian,"15,600 to 20,800",South East,No,NA,NA,
Male,47,Single,No Qualification,English,White,"5,200 to 10,400",South East,Yes,25,25,Both/Mainly Hand-Rolled
Male,77,Widowed,Other/Sub Degree,Scottish,White,"5,200 to 10,400",South East,No,NA,NA,
Female,66,Divorced,No Qualification,English,White,"Under 2,600",South East,No,NA,NA,
Male,50,Divorced,Other/Sub Degree,English,White,"5,200 to 10,400",South East,Yes,15,15,Hand-Rolled
Female,55,Divorced,No Qualification,English,White,"5,200 to 10,400",South East,No,NA,NA,
Female,36,Married,A Levels,English,White,"Under 2,600",South West,Yes,10,0,Packets
Male,79,Married,No Qualification,Irish,White,Unknown,South West,No,NA,NA,
Female,67,Married,No Qualification,English,White,"2,600 to 5,200",South West,No,NA,NA,
Female,42,Single,A Levels,British,White,Refused,South West,No,NA,NA,
Female,76,Married,No Qualification,British,White,"Under 2,600",South West,No,NA,NA,
Female,44,Married,Other/Sub Degree,British,White,"15,600 to 20,800",South West,No,NA,NA,
Female,75,Married,No Qualification,English,White,"2,600 to 5,200",South West,No,NA,NA,
Female,24,Married,Other/Sub Degree,British,White,"10,400 to 15,600",South West,No,NA,NA,
Male,78,Married,Other/Sub Degree,English,White,"5,200 to 10,400",South West,No,NA,NA,
Female,38,Married,ONC/BTEC,British,White,"5,200 to 10,400",South West,No,NA,NA,
Male,22,Single,Other/Sub Degree,English,White,"5,200 to 10,400",South West,No,NA,NA,
Female,62,Married,Other/Sub Degree,English,White,"2,600 to 5,200",South West,No,NA,NA,
Female,40,Divorced,No Qualification,British,White,"5,200 to 10,400",South West,Yes,10,5,Packets
Male,35,Married,Degree,British,White,"20,800 to 28,600",South West,No,NA,NA,
Female,45,Married,ONC/BTEC,British,White,"5,200 to 10,400",South West,No,NA,NA,
Female,66,Married,No Qualification,British,White,"2,600 to 5,200",South West,No,NA,NA,
Female,53,Divorced,Higher/Sub Degree,English,White,"5,200 to 10,400",South West,No,NA,NA,
Female,43,Divorced,GCSE/O Level,English,White,"10,400 to 15,600",South West,Yes,5,0,Packets
Female,72,Widowed,No Qualification,British,White,"2,600 to 5,200",South West,Yes,3,3,Packets
Female,72,Widowed,No Qualification,English,White,"5,200 to 10,400",South West,No,NA,NA,
Female,67,Married,Higher/Sub Degree,English,White,"10,400 to 15,600",South West,No,NA,NA,
Female,37,Divorced,GCSE/O Level,British,White,"5,200 to 10,400",South West,No,NA,NA,
Male,38,Married,ONC/BTEC,English,White,"10,400 to 15,600",South West,No,NA,NA,
Female,39,Married,GCSE/O Level,English,White,"10,400 to 15,600",South West,Yes,10,6,Both/Mainly Packets
Male,64,Divorced,No Qualification,English,White,"5,200 to 10,400",South West,No,NA,NA,
Male,72,Married,No Qualification,English,White,"2,600 to 5,200",South West,No,NA,NA,
Male,54,Married,GCSE/O Level,English,White,"10,400 to 15,600",South West,Yes,20,20,Packets
Female,59,Widowed,No Qualification,English,White,"5,200 to 10,400",South West,No,NA,NA,
Female,50,Married,ONC/BTEC,English,White,"10,400 to 15,600",South West,No,NA,NA,
Male,33,Married,GCSE/O Level,English,White,"Above 36,400",South West,No,NA,NA,
Female,45,Married,Higher/Sub Degree,English,White,"20,800 to 28,600",South West,No,NA,NA,
Female,73,Widowed,No Qualification,English,White,"5,200 to 10,400",South West,No,NA,NA,
Male,68,Married,Degree,British,White,"15,600 to 20,800",South West,No,NA,NA,
Female,33,Married,GCSE/O Level,British,White,"10,400 to 15,600",South West,No,NA,NA,
Female,21,Single,ONC/BTEC,British,White,"2,600 to 5,200",South West,No,NA,NA,
Female,32,Married,Degree,English,White,"20,800 to 28,600",South West,No,NA,NA,
Male,37,Married,Other/Sub Degree,British,White,"15,600 to 20,800",South West,No,NA,NA,
Female,48,Single,Degree,English,White,Refused,South West,Yes,10,10,Hand-Rolled
Male,25,Single,No Qualification,British,White,"15,600 to 20,800",South West,Yes,40,20,Packets
Male,61,Married,No Qualification,English,White,"5,200 to 10,400",South West,Yes,30,10,Hand-Rolled
Female,86,Widowed,No Qualification,English,White,"2,600 to 5,200",South West,No,NA,NA,
Female,45,Married,No Qualification,English,White,"5,200 to 10,400",South West,No,NA,NA,
Female,60,Divorced,GCSE/O Level,English,White,"10,400 to 15,600",South West,No,NA,NA,
Female,40,Single,Degree,British,White,"15,600 to 20,800",South West,No,NA,NA,
Male,55,Married,No Qualification,British,White,Refused,South West,No,NA,NA,
Male,53,Separated,GCSE/O Level,Welsh,White,"10,400 to 15,600",South West,No,NA,NA,
Male,41,Married,GCSE/O Level,English,White,"2,600 to 5,200",South West,No,NA,NA,
Female,17,Single,GCSE/O Level,English,White,"Under 2,600",South West,Yes,20,10,Both/Mainly Packets
Female,42,Divorced,Higher/Sub Degree,English,White,"15,600 to 20,800",South West,No,NA,NA,
Male,44,Married,GCSE/O Level,English,White,"20,800 to 28,600",South West,No,NA,NA,
Female,43,Married,A Levels,English,White,"10,400 to 15,600",South West,No,NA,NA,
Female,39,Married,Other/Sub Degree,Other,White,"2,600 to 5,200",South West,Yes,20,20,Packets
Male,67,Married,No Qualification,English,White,"10,400 to 15,600",South West,No,NA,NA,
Female,73,Married,No Qualification,British,White,"Under 2,600",South West,No,NA,NA,
Female,16,Single,GCSE/O Level,English,White,"2,600 to 5,200",South West,No,NA,NA,
Female,73,Widowed,No Qualification,British,White,"10,400 to 15,600",South West,No,NA,NA,
Male,52,Married,Degree,Scottish,White,"Above 36,400",South West,No,NA,NA,
Male,72,Single,No Qualification,English,White,"5,200 to 10,400",South West,No,NA,NA,
Male,79,Married,No Qualification,British,White,"10,400 to 15,600",South West,No,NA,NA,
Female,90,Widowed,No Qualification,English,White,"2,600 to 5,200",South West,No,NA,NA,
Male,27,Single,Higher/Sub Degree,English,White,"20,800 to 28,600",South West,Yes,30,10,Packets
Male,32,Divorced,Degree,English,White,"Above 36,400",South West,No,NA,NA,
Female,38,Divorced,GCSE/O Level,English,White,"5,200 to 10,400",South West,No,NA,NA,
Female,21,Single,Degree,British,White,"Under 2,600",South West,No,NA,NA,
Male,40,Married,A Levels,British,White,"Above 36,400",South West,No,NA,NA,
Male,28,Married,Degree,British,White,"Above 36,400",South West,No,NA,NA,
Male,47,Married,A Levels,English,White,"Above 36,400",South West,Yes,40,40,Packets
Female,45,Married,Degree,British,White,"5,200 to 10,400",South West,No,NA,NA,
Female,95,Widowed,No Qualification,British,White,"5,200 to 10,400",South West,No,NA,NA,
Male,18,Single,A Levels,English,White,"2,600 to 5,200",South West,No,NA,NA,
Female,89,Widowed,GCSE/O Level,English,White,Unknown,South West,No,NA,NA,
Female,82,Widowed,No Qualification,English,White,"5,200 to 10,400",South West,No,NA,NA,
Male,65,Married,A Levels,English,White,"28,600 to 36,400",South West,No,NA,NA,
Female,87,Widowed,GCSE/O Level,English,White,"5,200 to 10,400",South West,No,NA,NA,
Male,30,Single,Higher/Sub Degree,English,White,"20,800 to 28,600",South West,Yes,4,1,Packets
Female,77,Widowed,Degree,English,White,"28,600 to 36,400",South West,No,NA,NA,
Female,55,Divorced,Degree,British,White,"Above 36,400",South West,No,NA,NA,
Female,33,Married,Degree,British,Asian,"5,200 to 10,400",South West,No,NA,NA,
Female,56,Married,No Qualification,British,Black,"5,200 to 10,400",South West,No,NA,NA,
Female,68,Divorced,No Qualification,English,White,"2,600 to 5,200",South West,Yes,15,10,Packets
Female,73,Married,No Qualification,British,White,"2,600 to 5,200",South West,No,NA,NA,
Female,66,Single,GCSE/O Level,English,White,"10,400 to 15,600",South West,No,NA,NA,
Female,73,Married,Other/Sub Degree,English,White,"5,200 to 10,400",South West,No,NA,NA,
Male,42,Married,Higher/Sub Degree,English,White,"20,800 to 28,600",South West,Yes,12,0,Packets
Male,41,Single,No Qualification,Welsh,White,Refused,South West,No,NA,NA,
Female,35,Married,GCSE/CSE,British,White,"10,400 to 15,600",South West,No,NA,NA,
Female,53,Married,No Qualification,English,White,"2,600 to 5,200",South West,No,NA,NA,
Female,74,Divorced,No Qualification,English,White,"5,200 to 10,400",South West,No,NA,NA,
Male,46,Married,No Qualification,English,White,"10,400 to 15,600",South West,Yes,25,25,Hand-Rolled
Female,22,Single,GCSE/CSE,English,White,"2,600 to 5,200",South West,No,NA,NA,
Male,27,Married,A Levels,English,White,"15,600 to 20,800",South West,No,NA,NA,
Female,71,Married,GCSE/O Level,British,White,"5,200 to 10,400",South West,No,NA,NA,
Male,78,Widowed,Other/Sub Degree,English,White,"5,200 to 10,400",South West,No,NA,NA,
Female,38,Married,GCSE/O Level,English,White,"5,200 to 10,400",South West,No,NA,NA,
Female,31,Married,A Levels,British,White,"10,400 to 15,600",South West,No,NA,NA,
Female,54,Married,Degree,English,White,"2,600 to 5,200",South West,No,NA,NA,
Female,31,Single,GCSE/CSE,English,White,"10,400 to 15,600",South West,No,NA,NA,
Male,53,Married,ONC/BTEC,English,Mixed,"Above 36,400",South West,No,NA,NA,
Female,36,Single,GCSE/O Level,English,White,"2,600 to 5,200",South West,Yes,20,20,Both/Mainly Packets
Male,41,Married,Other/Sub Degree,English,White,"15,600 to 20,800",South West,No,NA,NA,
Male,78,Widowed,No Qualification,British,White,"5,200 to 10,400",South West,Yes,15,12,Packets
Female,54,Divorced,GCSE/O Level,British,White,"2,600 to 5,200",South West,Yes,10,10,Packets
Female,72,Divorced,No Qualification,British,White,"2,600 to 5,200",South West,No,NA,NA,
Male,28,Married,Other/Sub Degree,English,White,"20,800 to 28,600",South West,Yes,20,20,Hand-Rolled
Female,41,Separated,GCSE/O Level,British,White,"5,200 to 10,400",South West,Yes,20,15,Both/Mainly Packets
Female,78,Married,No Qualification,English,White,"Under 2,600",South West,No,NA,NA,
Male,71,Widowed,No Qualification,Welsh,White,"5,200 to 10,400",South West,No,NA,NA,
Female,57,Married,Other/Sub Degree,English,White,"5,200 to 10,400",South West,No,NA,NA,
Male,31,Married,GCSE/O Level,British,White,"15,600 to 20,800",South West,Yes,1,5,Packets
Female,64,Widowed,No Qualification,Irish,White,"5,200 to 10,400",South West,No,NA,NA,
Male,65,Married,No Qualification,English,White,"5,200 to 10,400",South West,No,NA,NA,
Male,61,Married,No Qualification,English,White,"5,200 to 10,400",South West,No,NA,NA,
Male,33,Married,GCSE/CSE,English,White,"20,800 to 28,600",South West,No,NA,NA,
Female,60,Married,ONC/BTEC,English,White,Refused,South West,Yes,20,20,Packets
Male,40,Married,Higher/Sub Degree,British,White,"15,600 to 20,800",South West,No,NA,NA,
Female,68,Married,Other/Sub Degree,English,White,"5,200 to 10,400",South West,No,NA,NA,
Female,36,Married,No Qualification,English,White,"15,600 to 20,800",South West,No,NA,NA,
Female,35,Married,GCSE/O Level,English,White,"Under 2,600",South West,No,NA,NA,
Male,22,Single,GCSE/CSE,English,White,"20,800 to 28,600",South West,Yes,20,5,Packets
Female,43,Married,GCSE/CSE,English,White,"2,600 to 5,200",South West,No,NA,NA,
Male,84,Widowed,No Qualification,English,White,"5,200 to 10,400",South West,No,NA,NA,
Female,24,Single,No Qualification,British,White,"5,200 to 10,400",South West,No,NA,NA,
Male,68,Married,No Qualification,English,White,"5,200 to 10,400",South West,Yes,25,12,Hand-Rolled
Male,35,Single,Other/Sub Degree,British,White,"Under 2,600",South West,Yes,10,10,Packets
Female,51,Divorced,Other/Sub Degree,English,White,Unknown,South West,Yes,25,25,Packets
Male,45,Married,ONC/BTEC,British,White,"28,600 to 36,400",South West,No,NA,NA,
Female,45,Single,No Qualification,English,White,Refused,South West,Yes,5,5,Packets
Male,71,Married,No Qualification,English,White,"10,400 to 15,600",South West,No,NA,NA,
Female,47,Married,No Qualification,British,White,"5,200 to 10,400",South West,Yes,20,15,Packets
Female,39,Married,Higher/Sub Degree,British,White,"10,400 to 15,600",South West,No,NA,NA,
Male,62,Married,Higher/Sub Degree,English,White,"2,600 to 5,200",South West,No,NA,NA,
Female,37,Single,Degree,British,White,"15,600 to 20,800",South West,No,NA,NA,
Female,71,Married,No Qualification,English,White,Refused,South West,No,NA,NA,
Male,49,Divorced,Degree,English,White,"28,600 to 36,400",South West,No,NA,NA,
Female,22,Single,GCSE/CSE,British,White,"2,600 to 5,200",South West,Yes,30,20,Both/Mainly Packets
Male,61,Married,No Qualification,English,White,"Under 2,600",South West,No,NA,NA,
Male,34,Single,GCSE/O Level,British,White,"20,800 to 28,600",South West,Yes,10,5,Packets
Female,40,Separated,Degree,British,White,"Above 36,400",South West,No,NA,NA,
Female,27,Separated,No Qualification,English,White,"2,600 to 5,200",South West,Yes,20,20,Both/Mainly Packets
Male,28,Single,ONC/BTEC,English,White,"10,400 to 15,600",South West,Yes,12,12,Packets
Female,28,Single,A Levels,British,White,"10,400 to 15,600",South West,No,NA,NA,
Male,36,Married,GCSE/CSE,English,White,"20,800 to 28,600",South West,Yes,20,30,Both/Mainly Packets
Female,34,Single,GCSE/O Level,English,White,"5,200 to 10,400",South West,Yes,20,20,Hand-Rolled
Male,19,Single,A Levels,English,White,"10,400 to 15,600",South West,No,NA,NA,
Female,31,Divorced,GCSE/O Level,English,White,"15,600 to 20,800",South West,Yes,20,20,Packets
Male,49,Divorced,No Qualification,English,White,Refused,South West,Yes,20,20,Hand-Rolled
Male,42,Divorced,A Levels,Irish,White,"2,600 to 5,200",South West,Yes,50,50,Hand-Rolled
Female,38,Married,No Qualification,English,White,"Under 2,600",South West,No,NA,NA,
Male,16,Single,No Qualification,English,White,"Under 2,600",South West,Yes,6,6,Both/Mainly Packets
Male,73,Married,No Qualification,British,White,"5,200 to 10,400",South West,No,NA,NA,
Male,36,Married,GCSE/O Level,English,Asian,"15,600 to 20,800",South West,No,NA,NA,
Female,81,Married,No Qualification,Welsh,White,"Under 2,600",South West,No,NA,NA,
Female,97,Widowed,No Qualification,English,White,"10,400 to 15,600",South West,No,NA,NA,
Male,38,Married,No Qualification,English,White,"10,400 to 15,600",South West,No,NA,NA,
Female,46,Married,Other/Sub Degree,British,White,"5,200 to 10,400",South West,Yes,12,7,Packets
Male,79,Married,No Qualification,English,White,"5,200 to 10,400",South West,No,NA,NA,
Female,76,Widowed,No Qualification,English,White,"2,600 to 5,200",South West,Yes,4,4,Packets
Female,54,Widowed,No Qualification,Irish,White,"2,600 to 5,200",Wales,No,NA,NA,
Male,59,Married,Degree,English,White,"Above 36,400",Wales,No,NA,NA,
Male,52,Separated,Degree,British,White,"Above 36,400",Wales,No,NA,NA,
Male,58,Divorced,No Qualification,Welsh,White,"5,200 to 10,400",Wales,Yes,20,20,Both/Mainly Packets
Male,69,Divorced,Degree,Welsh,White,"15,600 to 20,800",Wales,No,NA,NA,
Male,67,Widowed,Degree,Welsh,White,"5,200 to 10,400",Wales,No,NA,NA,
Female,76,Married,Other/Sub Degree,Welsh,White,Refused,Wales,No,NA,NA,
Male,33,Married,No Qualification,British,Asian,"5,200 to 10,400",Wales,No,NA,NA,
Male,61,Separated,No Qualification,Welsh,White,Refused,Wales,Yes,30,30,Hand-Rolled
Female,82,Widowed,No Qualification,Welsh,White,Refused,Wales,No,NA,NA,
Male,62,Married,No Qualification,Welsh,White,"5,200 to 10,400",Wales,No,NA,NA,
Male,66,Divorced,No Qualification,Welsh,White,Refused,Wales,No,NA,NA,
Female,69,Widowed,No Qualification,Welsh,White,"Under 2,600",Wales,No,NA,NA,
Female,25,Married,No Qualification,Other,Asian,Refused,Wales,No,NA,NA,
Male,29,Single,Degree,Welsh,White,"20,800 to 28,600",Wales,No,NA,NA,
Male,28,Married,Degree,British,White,"10,400 to 15,600",Wales,No,NA,NA,
Female,52,Single,Degree,Other,White,"28,600 to 36,400",Wales,No,NA,NA,
Female,81,Widowed,No Qualification,Welsh,White,Refused,Wales,No,NA,NA,
Female,44,Married,GCSE/O Level,Welsh,White,"10,400 to 15,600",Wales,Yes,20,20,Packets
Female,62,Married,GCSE/O Level,Welsh,White,Refused,Wales,No,NA,NA,
Male,45,Married,No Qualification,Welsh,White,"2,600 to 5,200",Wales,No,NA,NA,
Female,71,Widowed,No Qualification,Welsh,White,"5,200 to 10,400",Wales,No,NA,NA,
Female,72,Married,No Qualification,Welsh,White,"2,600 to 5,200",Wales,No,NA,NA,
Female,69,Widowed,No Qualification,English,White,Unknown,Wales,Yes,15,15,Packets
Female,72,Widowed,No Qualification,Welsh,White,"2,600 to 5,200",Wales,Yes,10,10,Packets
Male,61,Married,No Qualification,Welsh,White,"5,200 to 10,400",Wales,No,NA,NA,
Female,29,Married,A Levels,British,White,"2,600 to 5,200",Wales,Yes,5,2,Packets
Female,37,Single,Higher/Sub Degree,British,White,"5,200 to 10,400",Wales,Yes,30,30,Packets
Male,29,Single,GCSE/O Level,Welsh,White,"15,600 to 20,800",Wales,Yes,20,20,Packets
Male,57,Married,No Qualification,English,White,"10,400 to 15,600",Wales,No,NA,NA,
Male,60,Married,GCSE/O Level,Welsh,White,"5,200 to 10,400",Wales,No,NA,NA,
Male,38,Married,Higher/Sub Degree,Welsh,White,"28,600 to 36,400",Wales,No,NA,NA,
Male,74,Married,No Qualification,Welsh,White,"5,200 to 10,400",Wales,No,NA,NA,
Male,38,Married,Higher/Sub Degree,Welsh,White,"10,400 to 15,600",Wales,No,NA,NA,
Female,51,Divorced,GCSE/O Level,Welsh,White,Refused,Wales,No,NA,NA,
Male,68,Married,No Qualification,Welsh,White,"2,600 to 5,200",Wales,Yes,15,15,Hand-Rolled
Male,67,Married,Higher/Sub Degree,Welsh,White,"10,400 to 15,600",Wales,No,NA,NA,
Male,32,Single,GCSE/O Level,Welsh,White,"10,400 to 15,600",Wales,No,NA,NA,
Female,25,Married,ONC/BTEC,British,Asian,"5,200 to 10,400",Wales,No,NA,NA,
Male,53,Married,No Qualification,Welsh,White,"15,600 to 20,800",Wales,No,NA,NA,
Female,52,Divorced,No Qualification,Welsh,Unknown,"5,200 to 10,400",Wales,Yes,5,5,Packets
Female,21,Single,No Qualification,Welsh,White,"2,600 to 5,200",Wales,No,NA,NA,
Female,71,Divorced,No Qualification,Welsh,White,"5,200 to 10,400",Wales,No,NA,NA,
Female,30,Married,GCSE/O Level,British,White,"Under 2,600",Wales,No,NA,NA,
Male,23,Single,GCSE/O Level,Welsh,White,"15,600 to 20,800",Wales,No,NA,NA,
Female,28,Single,Higher/Sub Degree,Welsh,White,"10,400 to 15,600",Wales,Yes,0,1,Packets
Female,37,Married,GCSE/O Level,Welsh,White,"5,200 to 10,400",Wales,No,NA,NA,
Female,84,Widowed,No Qualification,Welsh,White,"2,600 to 5,200",Wales,No,NA,NA,
Female,61,Married,No Qualification,English,White,"2,600 to 5,200",Wales,No,NA,NA,
Female,18,Single,GCSE/O Level,Welsh,White,"2,600 to 5,200",Wales,No,NA,NA,
Female,55,Married,GCSE/O Level,English,White,"5,200 to 10,400",Wales,No,NA,NA,
Male,52,Single,Higher/Sub Degree,British,White,"20,800 to 28,600",Wales,No,NA,NA,
Female,46,Married,No Qualification,Welsh,White,"2,600 to 5,200",Wales,Yes,25,25,Packets
Female,46,Married,Other/Sub Degree,British,White,"10,400 to 15,600",Wales,No,NA,NA,
Male,23,Single,No Qualification,Welsh,White,"2,600 to 5,200",Wales,No,NA,NA,
Male,58,Married,Degree,British,White,"20,800 to 28,600",Wales,No,NA,NA,
Male,16,Single,GCSE/O Level,Welsh,White,"Under 2,600",Wales,No,NA,NA,
Male,71,Married,No Qualification,Welsh,White,"15,600 to 20,800",Wales,No,NA,NA,
Female,47,Married,No Qualification,British,White,"2,600 to 5,200",Wales,Yes,10,10,Packets
Male,34,Married,Degree,Welsh,White,"20,800 to 28,600",Wales,No,NA,NA,
Female,55,Single,No Qualification,British,White,"Above 36,400",Wales,No,NA,NA,
Female,78,Widowed,Other/Sub Degree,British,White,"20,800 to 28,600",Wales,No,NA,NA,
Male,35,Single,No Qualification,Welsh,White,"2,600 to 5,200",Wales,Yes,40,40,Hand-Rolled
Male,68,Married,No Qualification,English,White,"20,800 to 28,600",Wales,No,NA,NA,
Male,76,Single,No Qualification,British,White,"5,200 to 10,400",Wales,No,NA,NA,
Male,28,Single,GCSE/CSE,Welsh,White,"10,400 to 15,600",Wales,No,NA,NA,
Female,36,Divorced,GCSE/CSE,British,White,"5,200 to 10,400",Wales,Yes,20,20,Both/Mainly Packets
